SID,Year,OS_ID,OS_Name,Site_ID,Material,total,legal,sublegal,spat,non_spat,Collection.Method,Sample.Method,Latitude,Longitude,Deployment.Year,Deployment.Month,Material_Age,Oyster.Cover,Mussel_Cover,Sedimentation,Boring_Sponge,Sample_Depth,OS.Depth,Relief,S.DO,B.DO,S.Sal,B.Sal,S.Temp,B.Temp
2019-8-6-OS-03-6,2019,3,West Bay,6,Marl,48,4,44,0,48,Extraction,Census,34.97998333,-76.35646667,2003,6,16.17,1,1,2,1,2.1336,2.4384,0.3048,6.7,6.4,25.6,25.7,28.6,28.5
2019-7-23-OS-08-2,2019,8,Neuse River,2,Marl,56,4,52,0,56,Extraction,Census,35.00716667,-76.53333333,2006,6,13.08,1,4,2,0,3.048,4.2672,1.2192,,,,,,
2019-7-23-OS-14-1,2019,14,Little Creek,1,Basalt,60,24,36,0,60,Extraction,Census,35.04276667,-76.51471667,2016,8,2.92,1,4,2,0,5.4864,6.4008,0.9144,,,,,,
2019-8-27-OS-02-7,2019,2,Deep Bay,7,Marl,64,4,48,12,52,Extraction,Census,35.3812,-76.37068333,2003,6,16.17,1,2,2,0,2.4384,2.4384,0,6.8,6.9,18.7,18.9,26.2,26.1
2019-8-6-OS-03-1,2019,3,West Bay,1,Shell,64,4,8,52,12,Extraction,Census,34.98025,-76.35645,2003,5,16.25,1,0,,0,2.1336,2.4384,0.3048,6.7,6.4,25.6,25.7,28.6,28.5
2019-8-20-OS-01-6,2019,1,Croatan Sound,6,Marl,84,12,28,44,40,Extraction,Census,35.80416667,-75.64043333,1998,8,21,1,2,4,0,3.048,3.3528,0.3048,6.9,6.7,13.2,13.7,29.2,28
2019-8-6-OS-03-4,2019,3,West Bay,4,Marl,96,8,84,4,92,Extraction,Census,34.98038333,-76.35753333,1996,8,23,1,1,2,1,2.1336,2.4384,0.3048,6.7,6.4,25.6,25.7,28.6,28.5
2019-7-23-OS-08-4,2019,8,Neuse River,4,Marl,108,0,104,4,104,Extraction,Census,35.00668333,-76.53383333,2005,4,14.25,1,4,2,0,3.6576,4.572,0.9144,,,,,,
2019-8-28-OS-10-2,2019,10,Gibbs Shoal,2,Marl,124,36,24,64,60,Extraction,Census,35.45435,-75.93363333,2011,3,8.42,1,1,2,1,3.048,3.9624,0.9144,7.3,5,18.9,21.1,27.1,26.6
2019-8-6-OS-03-3,2019,3,West Bay,3,Marl,132,16,112,4,128,Extraction,Census,34.97985,-76.35685,2003,6,16.17,1,1,2,1,2.1336,2.4384,0.3048,6.7,6.4,25.6,25.7,28.6,28.5
2019-8-28-OS-10-1,2019,10,Gibbs Shoal,1,Marl,148,24,64,60,88,Extraction,Census,35.45461667,-75.93353333,2010,10,8.83,1,1,2,1,3.9624,3.9624,0,7.3,5,18.9,21.1,27.1,26.6
2019-8-28-OS-10-5,2019,10,Gibbs Shoal,5,Marl,156,4,72,80,76,Extraction,Census,35.45503333,-75.93326667,2010,3,9.42,1,1,2,1,3.048,3.6576,0.6096,7.3,5,18.9,21.1,27.1,26.6
2019-8-1-OS-14-16,2019,14,Little Creek,16,Granite,156,28,128,0,156,Extraction,Census,35.04351667,-76.51561667,2016,4,3.33,1,4,2,0,4.572,6.4008,1.8288,,,,,,
2019-8-6-OS-03-5,2019,3,West Bay,5,Marl,176,4,152,20,156,Extraction,Census,34.98051667,-76.3568,1996,8,23,1,1,2,1,2.1336,2.4384,0.3048,6.7,6.4,25.6,25.7,28.6,28.5
2019-10-2-OS-09-2,2019,9,West Bluff,2,Marl,180,0,16,164,16,Extraction,Census,35.30456667,-76.16923333,2005,8,14.17,1,3,2,1,3.3528,3.6576,0.3048,,,,,,
2019-9-25-OS-13-1,2019,13,Pea Island,1,Crushed Concrete,204,32,124,48,156,Extraction,Census,35.66686667,-75.61526667,2015,5,4.33,1,1,2,0,3.6576,4.572,0.9144,,,,,,
2019-8-28-OS-10-4,2019,10,Gibbs Shoal,4,Marl,216,24,128,64,152,Extraction,Census,35.45441667,-75.93515,2011,3,8.42,1,1,2,1,3.048,3.9624,0.9144,7.3,5,18.9,21.1,27.1,26.6
2019-8-28-OS-10-3,2019,10,Gibbs Shoal,3,Marl,240,56,124,60,180,Extraction,Census,35.45501667,-75.93503333,2010,3,9.42,1,1,2,1,3.6576,3.6576,0,7.3,5,18.9,21.1,27.1,26.6
2019-8-1-OS-12-4,2019,12,Raccoon Island,4,Crushed Concrete,260,8,104,148,112,Extraction,Census,35.09065,-76.39088333,2016,8,3,,,,,4.2672,4.8768,0.6096,6.83,6,24.2,25.5,28.8,28.2
2019-9-26-OS-05-7,2019,5,Crab Hole,7,Marl,260,0,152,108,152,Extraction,Census,35.72716667,-75.67856667,2009,10,9.92,1,4,2,0,3.048,3.9624,0.9144,7.1,6.7,18.5,21.4,24.1,24
2019-6-18-OS-15-3,2019,15,Swan Island,3,Marl,264,24,232,8,256,Extraction,Census,35.09295,-76.45493333,2017,6,2,2,1,2,0,3.6576,4.2672,0.6096,7.48,7.42,17.1,17.3,28.3,27.5
2019-9-25-OS-13-3,2019,13,Pea Island,3,Crushed Concrete,264,0,188,76,188,Extraction,Census,35.6658,-75.61535,2015,7,4.17,1,1,2,0,3.3528,4.572,1.2192,,,,,,
2019-9-25-OS-13-2,2019,13,Pea Island,2,Crushed Concrete,300,4,180,116,184,Extraction,Census,35.66683333,-75.61606667,2015,5,4.33,1,1,2,0,3.9624,4.572,0.6096,,,,,,
2019-9-26-OS-05-6,2019,5,Crab Hole,6,Marl,304,4,68,232,72,Extraction,Census,35.72621667,-75.67688333,2006,4,13.42,1,4,2,0,3.048,3.9624,0.9144,7.1,6.7,18.5,21.4,24.1,24
2019-10-2-OS-09-4,2019,9,West Bluff,4,Marl,320,0,44,276,44,Extraction,Census,35.30421667,-76.1698,2009,7,10.25,1,3,2,1,3.048,3.6576,0.6096,,,,,,
2019-8-1-OS-12-5,2019,12,Raccoon Island,5,Crushed Concrete,324,4,160,160,164,Extraction,Census,35.09056667,-76.39091667,2016,8,3,,,,,4.2672,4.8768,0.6096,6.83,6,24.2,25.5,28.8,28.2
2019-9-26-OS-05-1,2019,5,Crab Hole,1,Marl,332,0,196,136,196,Extraction,Census,35.72593333,-75.67786667,2009,9,10,1,4,2,0,3.048,3.9624,0.9144,7.1,6.7,18.5,21.4,24.1,24
2019-9-26-OS-05-5,2019,5,Crab Hole,5,Marl,340,0,96,244,96,Extraction,Census,35.72643333,-75.67851667,2006,3,13.5,1,4,2,0,3.048,3.9624,0.9144,7.1,6.7,18.5,21.4,24.1,24
2019-8-1-OS-12-6,2019,12,Raccoon Island,6,Crushed Concrete,356,0,216,140,216,Extraction,Census,35.0908,-76.39163333,2016,8,3,,,,,4.572,4.8768,0.3048,6.83,6,24.2,25.5,28.8,28.2
2019-9-26-OS-05-3,2019,5,Crab Hole,3,Marl,356,0,68,288,68,Extraction,Census,35.72646667,-75.67725,2006,4,13.42,2,3,2,0,3.9624,3.9624,0,7.1,6.7,18.5,21.4,24.1,24
2019-10-2-OS-09-1,2019,9,West Bluff,1,Marl,356,8,136,212,144,Extraction,Census,35.30435,-76.16831667,2005,10,14,1,3,2,1,3.3528,3.6576,0.3048,,,,,,
2019-6-18-OS-15-4,2019,15,Swan Island,4,Marl,380,16,344,20,360,Extraction,Census,35.09193333,-76.45341667,2017,5,2.08,2,1,2,0,3.3528,3.9624,0.6096,7.48,7.42,17.1,17.3,28.3,27.5
2019-6-18-OS-15-1,2019,15,Swan Island,1,Marl,416,88,324,4,412,Extraction,Census,35.09213333,-76.45583333,2017,5,2.08,2,1,2,0,3.3528,3.9624,0.6096,7.48,7.42,17.1,17.3,28.3,27.5
2019-6-18-OS-15-7,2019,15,Swan Island,7,Marl,428,16,412,0,428,Extraction,Census,35.0923,-76.45675,2017,5,2.08,2,1,2,0,3.048,3.9624,0.9144,7.48,7.42,17.1,17.3,28.3,27.5
2019-10-2-OS-09-3,2019,9,West Bluff,3,Marl,452,4,156,292,160,Extraction,Census,35.30476667,-76.1697,2006,5,13.42,1,3,2,1,3.048,3.6576,0.6096,,,,,,
2019-6-18-OS-15-6,2019,15,Swan Island,6,Marl,460,4,452,4,456,Extraction,Census,35.09198333,-76.454,2017,5,2.08,2,1,2,0,3.048,3.9624,0.9144,7.48,7.42,17.1,17.3,28.3,27.5
2019-6-18-OS-15-8,2019,15,Swan Island,8,Marl,544,52,440,52,492,Extraction,Census,35.09293333,-76.45526667,2017,6,2,2,1,2,0,3.6576,4.2672,0.6096,7.48,7.42,17.1,17.3,28.3,27.5
2019-6-25-OS-15-12,2019,15,Swan Island,12,Granite,596,0,492,104,492,Extraction,Census,35.09305,-76.45183333,2018,5,1.08,1,1,2,0,3.048,4.2672,1.2192,7.48,7.42,17.1,17.3,28.3,27.5
2019-9-26-OS-05-2,2019,5,Crab Hole,2,Marl,616,0,152,464,152,Extraction,Census,35.7275,-75.67775,2009,11,9.83,1,4,2,0,3.048,3.9624,0.9144,7.1,6.7,18.5,21.4,24.1,24
2019-6-25-OS-15-14,2019,15,Swan Island,14,Granite,676,0,616,60,616,Extraction,Census,35.09241667,-76.45058333,2018,6,1,1,1,2,0,3.3528,4.2672,0.9144,7.48,7.42,17.1,17.3,28.3,27.5
2019-6-25-OS-15-15,2019,15,Swan Island,15,Granite,684,0,544,140,544,Extraction,Census,35.09318333,-76.45191667,2018,6,1,1,1,2,0,3.048,4.2672,1.2192,7.48,7.42,17.1,17.3,28.3,27.5
2019-6-18-OS-15-2,2019,15,Swan Island,2,Marl,768,28,604,136,632,Extraction,Census,35.09291667,-76.45715,2017,6,2,2,1,2,0,3.3528,4.2672,0.9144,7.48,7.42,17.1,17.3,28.3,27.5
2019-6-18-OS-15-5,2019,15,Swan Island,5,Marl,768,52,676,40,728,Extraction,Census,35.09266667,-76.4561,2017,6,2,2,1,2,0,3.048,4.2672,1.2192,7.48,7.42,17.1,17.3,28.3,27.5
2019-9-26-OS-05-8,2019,5,Crab Hole,8,Marl,820,0,360,460,360,Extraction,Census,35.72681667,-75.67741667,2006,4,13.42,1,2,2,0,3.048,3.9624,0.9144,7.1,6.7,18.5,21.4,24.1,24
2019-6-25-OS-15-10,2019,15,Swan Island,10,Granite,836,0,704,132,704,Extraction,Census,35.093,-76.45068333,2018,6,1,1,1,2,0,3.048,4.2672,1.2192,7.48,7.42,17.1,17.3,28.3,27.5
2019-9-26-OS-05-4,2019,5,Crab Hole,4,Marl,848,0,268,580,268,Extraction,Census,35.72573333,-75.67551667,2009,9,10,1,2,2,0,3.048,3.9624,0.9144,7.1,6.7,18.5,21.4,24.1,24
2019-6-25-OS-15-13,2019,15,Swan Island,13,Granite,888,0,548,340,548,Extraction,Census,35.09221667,-76.45196667,2018,5,1.08,1,1,2,0,3.048,3.9624,0.9144,7.48,7.42,17.1,17.3,28.3,27.5
2019-6-25-OS-15-11,2019,15,Swan Island,11,Granite,1476,0,1240,236,1240,Extraction,Census,35.09185,-76.45116667,2018,5,1.08,1,1,2,0,3.048,3.9624,0.9144,7.48,7.42,17.1,17.3,28.3,27.5
2019-6-25-OS-15-9,2019,15,Swan Island,9,Granite,1552,0,940,612,940,Extraction,Census,35.09236667,-76.4518,2018,5,1.08,1,1,2,0,3.048,3.9624,0.9144,7.48,7.42,17.1,17.3,28.3,27.5
2019-8-28-OS-10-6,2019,10,Gibbs Shoal,6,Reef Ball,822,152,,318,,Observation,Quantiles,35.45245,-75.9354,2013,1,6.6,4,1,2,0,4.2672,4.2672,0,7.3,5,18.9,21.1,27.1,26.6
2019-8-21-OS-11-3,2019,11,Long Shoal,3,Reef Ball,318,76,,138,,Observation,Quantiles,35.56373333,-75.83136667,2013,7,6.1,2,2,2,0,4.2672,4.2672,0,6.1,5.35,19.2,19.1,28.7,28.1
2019-8-6-OS-03-7,2019,3,West Bay,7,Reef Ball,457,19,,161,,Observation,Quantiles,34.9804,-76.35705,2014,12,4.7,2,1,2,0,2.1336,2.4384,0.3048,6.7,6.4,25.6,25.7,28.6,28.5
2019-8-6-OS-03-8,2019,3,West Bay,8,Reef Ball,457,19,,161,,Observation,Quantiles,34.9804,-76.35705,2014,12,4.7,2,1,2,0,2.1336,2.4384,0.3048,6.7,6.4,25.6,25.7,28.6,28.5
2019-8-6-OS-03-9,2019,3,West Bay,9,Reef Ball,457,19,,161,,Observation,Quantiles,34.98023333,-76.35713333,2014,12,4.7,2,1,2,0,2.1336,2.4384,0.3048,6.7,6.4,25.6,25.7,28.6,28.5
2019-8-1-OS-12-1,2019,12,Raccoon Island,1,Reef Ball,473,39,,172,,Observation,Quantiles,35.09105,-76.3912,2013,9,5.9,2,0,1,0,4.572,4.8768,0.3048,6.83,6,24.2,25.5,28.8,28.2
2019-8-1-OS-12-2,2019,12,Raccoon Island,2,Reef Ball,477,38,,197,,Observation,Quantiles,35.08981667,-76.39111667,2013,10,5.8,2,0,1,0,4.572,4.8768,0.3048,6.83,6,24.2,25.5,28.8,28.2
2019-8-1-OS-12-7,2019,12,Raccoon Island,7,Consolidated Concrete,473,39,,172,,Observation,Quantiles,35.08993333,-76.39075,2013,9,5.9,2,0,1,0,4.572,4.8768,0.3048,6.83,6,24.2,25.5,28.8,28.2
2019-8-1-OS-12-8,2019,12,Raccoon Island,8,Consolidated Concrete,477,38,,197,,Observation,Quantiles,35.09088333,-76.39186667,2013,10,5.8,2,0,1,0,4.572,4.8768,0.3048,6.83,6,24.2,25.5,28.8,28.2
2019-8-1-OS-12-9,2019,12,Raccoon Island,9,Consolidated Concrete,512,46,,209,,Observation,Quantiles,35.08955,-76.39021667,2014,10,4.8,2,0,1,0,4.572,4.8768,0.3048,6.83,6,24.2,25.5,28.8,28.2
2019-8-28-OS-10-7,2019,10,Gibbs Shoal,7,Reef Ball,590,70,,277,,Observation,Quantiles,35.4525,-75.93438333,2013,2,6.5,3,1,3,0,3.6576,4.2672,0.6096,7.3,5,18.9,21.1,27.1,26.6
2019-8-28-OS-10-8,2019,10,Gibbs Shoal,8,Reef Ball,598,73,,246,,Observation,Quantiles,35.45363333,-75.93321667,2012,4,7.3,3,1,3,0,3.6576,4.2672,0.6096,7.3,5,18.9,21.1,27.1,26.6
2019-8-21-OS-11-1,2019,11,Long Shoal,1,Reef Ball,594,64,,192,,Observation,Quantiles,35.5635,-75.82968333,2013,8,6,2,2,2,0,3.3528,4.2672,0.9144,6.1,5.35,19.2,19.1,28.7,28.1
2019-8-21-OS-11-2,2019,11,Long Shoal,2,Reef Ball,594,64,,192,,Observation,Quantiles,35.5634,-75.82971667,2013,8,6,2,2,2,0,3.3528,4.2672,0.9144,6.1,5.35,19.2,19.1,28.7,28.1
2019-8-1-OS-12-3,2019,12,Raccoon Island,3,Reef Ball,639,53,,210,,Observation,Quantiles,35.09051667,-76.39156667,2013,10,5.8,2,0,1,0,3.9624,4.8768,0.9144,6.83,6,24.2,25.5,28.8,28.2
2019-8-28-OS-10-9,2019,10,Gibbs Shoal,9,Reef Ball,557,47,,192,,Observation,Quantiles,35.45328333,-75.93611667,2012,6,7.2,3,1,3,0,,4.2672,,7.3,5,18.9,21.1,27.1,26.6
2019-9-25-OS-13-7,2019,13,Pea Island,7,Reef Ball,915,266,,200,,Observation,Quantiles,35.6672,-75.61421667,2015,7,4.2,2,2,2,0,4.2672,4.572,0.3048,,,,,,
2019-9-25-OS-13-8,2019,13,Pea Island,8,Reef Ball,915,266,,200,,Observation,Quantiles,35.66736667,-75.6143,2015,7,4.2,2,1,2,0,4.2672,4.572,0.3048,,,,,,
2019-9-25-OS-13-9,2019,13,Pea Island,9,Reef Ball,915,266,,200,,Observation,Quantiles,35.6676,-75.61421667,2015,7,4.2,2,1,2,0,4.2672,4.572,0.3048,,,,,,
2019-9-25-OS-13-4,2019,13,Pea Island,4,Consolidated Concrete,178,8,,30,,Observation,Quantiles,35.66633333,-75.61421667,2015,3,4.5,1,1,2,0,3.048,4.572,1.524,,,,,,
2019-9-25-OS-13-5,2019,13,Pea Island,5,Consolidated Concrete,178,8,,30,,Observation,Quantiles,35.66578333,-75.61416667,2015,3,4.5,1,1,2,0,3.048,4.572,1.524,,,,,,
2019-9-25-OS-13-6,2019,13,Pea Island,6,Consolidated Concrete,178,8,,30,,Observation,Quantiles,35.66685,-75.61715,2015,2,4.6,1,1,2,0,3.048,4.572,1.524,,,,,,
2019-10-2-OS-09-5,2019,9,West Bluff,5,Reef Ball,591,226,,134,,Observation,Quantiles,35.30371667,-76.17075,2013,7,6.3,2,2,2,0,4.2672,4.2672,0,,,,,,
2019-10-2-OS-09-6,2019,9,West Bluff,6,Reef Ball,591,226,,134,,Observation,Quantiles,35.30393333,-76.17115,2013,7,6.3,2,2,2,0,4.2672,4.2672,0,,,,,,
2019-10-2-OS-09-7,2019,9,West Bluff,7,Reef Ball,591,226,,134,,Observation,Quantiles,35.30395,-76.1709,2013,7,6.3,2,2,2,0,4.2672,4.2672,0,,,,,,
2020-6-26-OS-12-7,2020,12,Raccoon Island,7,Consolidated Concrete,0,0,0,0,,Observation,Quantiles,35.09095,-76.05718333,2014,3,6.3,2,1,2,0,,4.572,,8,6.3,11.3,14.4,26.4,24.6
2020-7-2-OS-14-2,2020,14,Little Creek,2,Reef Ball,0,0,0,0,0,Observation,Quantiles,35.04266667,-76.51601667,2016,6,4.1,0,1,3,0,6.7056,6.7056,0,8.1,5,10.8,17.1,28.1,26.3
2020-7-15-OS-02-1,2020,2,Deep Bay,1,Reef Ball,0,0,0,0,0,Observation,Quantiles,35.38038333,-76.37085,2014,11,5.7,0,2,2,0,2.4384,2.7432,0.3048,7,6.5,13.3,13.4,29.8,29.3
2020-7-15-OS-02-2,2020,2,Deep Bay,2,Reef Ball,0,0,0,0,0,Observation,Quantiles,35.38073333,-76.37101667,2014,11,5.7,0,4,2,0,2.4384,2.7432,0.3048,7,6.5,13.3,13.4,29.8,29.3
2020-7-15-OS-02-3,2020,2,Deep Bay,3,Reef Ball,0,0,0,0,0,Observation,Quantiles,35.38048333,-76.37095,2014,11,5.7,1,4,2,0,2.4384,2.7432,0.3048,7,6.5,13.3,13.4,29.8,29.3
2020-7-14-OS-14-10,2020,14,Little Creek,10,Consolidated Concrete,0,0,0,0,0,Observation,Quantiles,35.04391667,-76.51578333,2016,2,4.4,0,0,3,0,5.4864,6.096,0.6096,9.1,4.5,13.8,14.1,30.4,28.8
2020-7-14-OS-14-14,2020,14,Little Creek,14,Basalt,0,0,0,0,0,Observation,Quantiles,35.04345,-76.51518333,2016,4,4.3,0,1,3,0,5.4864,6.7056,1.2192,9.1,4.5,13.8,14.1,30.4,28.8
2020-7-14-OS-14-11,2020,14,Little Creek,11,Consolidated Concrete,0,0,0,0,0,Observation,Quantiles,35.04435,-76.51411667,2016,1,4.5,0,0,2,0,4.572,6.096,1.524,9.1,4.5,13.8,14.1,30.4,28.8
2020-7-2-OS-14-3,2020,14,Little Creek,3,Reef Ball,0,0,0,0,0,Observation,Quantiles,35.0444,-76.51371667,2016,2,4.4,0,0,3,0,,6.7056,,8.1,5,10.8,17.1,28.1,26.3
2020-7-2-OS-14-4,2020,14,Little Creek,4,Reef Ball,0,0,0,0,0,Observation,Quantiles,35.04313333,-76.51386667,2016,6,4.1,1,2,3,0,,6.7056,,8.1,5,10.8,17.1,28.1,26.3
2020-8-18-OS-01-2,2020,1,Croatan Sound,2,Reef Ball,0,0,0,0,0,Observation,Quantiles,35.80373333,-75.6404,2013,12,6.7,0,1,2,0,3.048,3.048,0,8.4,8,8.2,14.6,28.2,28.2
2020-8-18-OS-01-1,2020,1,Croatan Sound,1,Reef Ball,0,0,0,0,0,Observation,Quantiles,35.80348333,-75.63921667,2013,12,6.7,0,1,2,0,2.4384,3.048,0.6096,8.4,8,8.2,14.6,28.2,28.2
2020-7-28-OS-07-4,2020,7,Middle Bay,4,Marl,4,0,0,4,0,Extraction,Census,35.23565,-76.50315,2004,8,15.92,0,3,3,0,1.8288,2.4384,0.6096,6.25,6.1,16,16.2,30.1,29.9
